品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
格力,GIMH09UZE/GIMH09UZC,U1-C250362,2025,1,280,2.78,4.6994,R32,1,28,2.83,4.2192,太平家庭電器,是
格力,GIMC12UZE/GIMC12UZC,U1-C250361,2025,1,339,3.30,4.7749,R32,不適用,—,—,—,太平家庭電器,是
格力,GIMC09UZE/GIMC09UZC,U1-C250360,2025,1,262,2.75,5.0229,R32,不適用,—,—,—,太平家庭電器,是
東芝,RAS-B24B2KVG(HK),U1-C250359,2025,1,694,7.06,5.1752,R32,1,73,7.97,4.7806,東芝香港有限公司,是
東芝,RAS-B22B2KVG(HK),U1-C250358,2025,1,532,6.11,5.7011,R32,1,70,7.60,4.6751,東芝香港有限公司,是
東芝,RAS-B13B2KVG(HK),U1-C250357,2025,1,337,3.53,5.2460,R32,1,37,4.10,4.7813,東芝香港有限公司,是
東芝,RAS-B22B2KCVG(HK),U1-C250356,2025,1,513,6.29,5.9148,R32,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-B10B2KVG(HK),U1-C250354,2025,1,261,2.52,4.8489,R32,1,29,3.28,4.8348,東芝香港有限公司,是
東芝,RAS-B18B2KCVG(HK),U1-C250353,2025,1,539,5.25,4.9738,R32,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-B24B2KCVG(HK),U1-C250352,2025,1,664,7.32,5.6376,R32,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-B13B2KCVG(HK),U1-C250351,2025,1,352,3.63,5.1760,R32,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-B10B2KCVG(HK),U1-C250350,2025,1,247,2.74,5.5264,R32,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-B18B2KVG(HK),U1-C250349,2025,1,480,4.96,5.2640,R32,1,53,5.45,4.3995,東芝香港有限公司,是
開利,42HAC24VW/36HAC24VC,U1-C250340,2025,1,735,7.20,4.8176,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HAC24VF/36HAC24VC,U1-C250339,2025,1,735,7.20,4.8176,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HAC18VW/36HAC18VC,U1-C250338,2025,1,534,5.55,5.0193,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HAC18VF/36HAC18VC,U1-C250337,2025,1,534,5.55,5.0193,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HAC12VW/36HAC12VC,U1-C250336,2025,1,361,3.62,4.9058,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HAC12VF/36HAC12VC,U1-C250335,2025,1,361,3.62,4.9058,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
MECAN,MC24PGI/MC24PGO,U1-C250334,2025,1,754,7.14,4.6908,R32,不適用,—,—,—,美佳冷氣（香港）有限公司,是
MECAN,MC18PGI/MC18PGO,U1-C250333,2025,1,547,5.36,4.9016,R32,不適用,—,—,—,美佳冷氣（香港）有限公司,是
MECAN,MC12PGI/MC12PGO,U1-C250332,2025,1,366,3.48,4.8339,R32,不適用,—,—,—,美佳冷氣（香港）有限公司,是
MECAN,MC09PGI/MC09PGO,U1-C250331,2025,1,256,2.62,5.1447,R32,不適用,—,—,—,美佳冷氣（香港）有限公司,是
開利,42HAC09VW/36HAC09VC,U1-C250329,2025,1,256,2.64,5.1276,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42HAC09VF/36HAC09VC,U1-C250328,2025,1,256,2.64,5.1276,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
珍寶,ASWX18KECA / AOWX18KETA,U1-C250317,2025,1,509,5.53,5.2679,R32,1,45,5.27,5.1345,第一電業有限公司,是
珍寶,ASWX12KECA / AOWX12KETA,U1-C250316,2025,1,321,3.24,5.0445,R32,1,33,3.52,4.6501,第一電業有限公司,是
珍寶,ASWX09KECA / AOWX09KETA,U1-C250315,2025,1,248,2.73,5.3920,R32,1,29,3.10,4.7967,第一電業有限公司,是
珍寶,ASWX18CECA / AOWX18CETA,U1-C250314,2025,1,494,5.60,5.4296,R32,不適用,—,—,—,第一電業有限公司,是
珍寶,ASWX12CECA / AOWX12CETA,U1-C250313,2025,1,318,3.29,5.0802,R32,不適用,—,—,—,第一電業有限公司,是
珍寶,ASWX09CECA / AOWX09CETA,U1-C250312,2025,1,248,2.70,5.4102,R32,不適用,—,—,—,第一電業有限公司,是
日立牌,RAK-XH18HDK/RAC-XH18HDK,U1-C250307,2025,1,567,5.54,4.7252,R32,1,43,4.75,4.5264,阿奇立克日立家電(香港)有限公司,是
日立牌,RAK-XH12HDK/RAC-XH12HDK,U1-C250306,2025,1,316,3.26,5.1602,R32,1,40,4.23,4.5526,阿奇立克日立家電(香港)有限公司,是
日立牌,RAK-XH09HDK/RAC-XH09HDK,U1-C250305,2025,1,235,2.49,5.3740,R32,1,30,3.24,4.6979,阿奇立克日立家電(香港)有限公司,是
卓爾,SAC-S18K23V,U1-C250304,2025,1,482,5.60,5.5299,R32,不適用,—,—,—,康富電器貿易有限公司,是
卓爾,SAC-S12K23V,U1-C250303,2025,1,359,3.61,4.9965,R32,不適用,—,—,—,康富電器貿易有限公司,是
卓爾,SAC-S9K23V,U1-C250302,2025,1,270,2.67,4.9415,R32,不適用,—,—,—,康富電器貿易有限公司,是
卓爾,SAC-S18K20,U1-C250301,2025,2,767,5.61,3.6264,R32,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,SAC-S12K20,U1-C250300,2025,2,495,3.65,3.6598,R32,不適用,—,—,—,康富電器貿易有限公司,否
卓爾,SAC-S9K20,U1-C250299,2025,2,382,2.75,3.5753,R32,不適用,—,—,—,康富電器貿易有限公司,否
MBO,MS-18VCMA-HK,U1-C250298,2025,1,546,5.26,4.8993,R32,不適用,—,—,—,千益集團,是
MBO,MS-12VCMA-HK,U1-C250297,2025,1,387,3.62,4.7497,R32,不適用,—,—,—,千益集團,是
MBO,MS-09VCMA-HK,U1-C250296,2025,1,270,2.64,4.9272,R32,不適用,—,—,—,千益集團,是
大松,S24VC200N / S24VC200U,U1-C250295,2025,1,696,6.95,5.1088,R32,不適用,—,—,—,宏俊有限公司,是
大松,S18VC200N / S18VC200U,U1-C250294,2025,1,482,5.60,5.5299,R32,不適用,—,—,—,宏俊有限公司,是
大松,S12VC200N / S12VC200U,U1-C250293,2025,1,359,3.61,4.9965,R32,不適用,—,—,—,宏俊有限公司,是
大松,S09VC200N / S09VC200U,U1-C250292,2025,1,270,2.67,4.9415,R32,不適用,—,—,—,宏俊有限公司,是
大松,S24C5AN / S24C5AU,U1-C250291,2025,2,972,7.36,3.7438,R32,不適用,—,—,—,宏俊有限公司,否
大松,S18C5AN / S18C5AU,U1-C250290,2025,2,767,5.61,3.6264,R32,不適用,—,—,—,宏俊有限公司,否
大松,S12C5AN / S12C5AU,U1-C250289,2025,2,495,3.65,3.6590,R32,不適用,—,—,—,宏俊有限公司,否
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
大松,S09C5AN / S09C5AU,U1-C250288,2025,2,382,2.75,3.5753,R32,不適用,—,—,—,宏俊有限公司,否
麥克維爾,M3WMY25A/M3LCY25A,U1-C250287,2025,1,631,6.46,5.2037,R32,不適用,—,—,—,麥克維爾,是
麥克維爾,M3WMY20A/M3LCY20A,U1-C250286,2025,1,549,4.74,4.5817,R32,不適用,—,—,—,麥克維爾,是
麥克維爾,M3WMY15A/M3LCY15A,U1-C250285,2025,1,372,3.48,4.9336,R32,不適用,—,—,—,麥克維爾,是
麥克維爾,M3WMY10A/M3LCY10A,U1-C250284,2025,1,284,2.58,4.7011,R32,不適用,—,—,—,麥克維爾,是
格力,GIC24UZE/GIC24UZC,U1-C250283,2025,1,696,6.95,5.1088,R32,不適用,—,—,—,太平家庭電器,是
三菱重工,SRK24YYSH-WF/SRC24YYSH-W,U1-C250282,2025,1,548,7.47,6.5568,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK18YYSH-WF/SRC18YYSH-W,U1-C250281,2025,1,444,5.55,6.0467,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK13YYSH-WF/SRC13YYSH-W,U1-C250280,2025,1,275,3.71,6.6159,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK10YYSH-WF/SRC10YYSH-W,U1-C250279,2025,1,233,2.96,6.0687,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
聲寶,AH-X24CCA / AU-X24CCA,U1-C250275,2025,1,696,6.95,5.1088,R32,不適用,—,—,—,大昌行電器有限公司,是
三菱重工,SRK25ZSH-WF/SRC25ZSH-W,U1-C250271,2025,1,209,2.58,6.0510,R32,1,26,3.22,5.2396,三菱重工業(香港)有限公司冷熱事業部,是
開利,42KHE024V8S/38KHE024V8S,U1-C250270,2025,1,555,7.03,6.4103,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42KHE018V8S/38KHE018V8S,U1-C250269,2025,1,414,5.30,6.4483,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
三菱電機,MSY-JY18VF / MUY-JY18VF,U1-C250264,2025,1,518,5.29,5.0745,R32,不適用,—,—,—,三菱電機,是
三菱重工,SRK71ZRH-WF/SRC71ZRH-W,U1-C250263,2025,1,644,7.07,5.5759,R32,1,71,8.01,4.8934,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK63ZRH-WF/SRC63ZRH-W,U1-C250262,2025,1,606,6.45,5.2586,R32,1,63,7.21,4.9049,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK60ZSXH-WF/SRC60ZSXH-W,U1-C250261,2025,1,517,6.31,5.9708,R32,1,58,6.74,5.1201,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK50ZSXH-WF/SRC50ZSXH-W,U1-C250260,2025,1,399,5.17,6.3347,R32,1,49,6.01,5.2571,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK35ZSXH-WF/SRC35ZSXH-W,U1-C250259,2025,1,235,3.63,7.5224,R32,1,32,4.35,5.7447,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK25ZSXH-WF/SRC25ZSXH-W,U1-C250258,2025,1,173,2.59,7.2898,R32,1,24,3.19,5.8816,三菱重工業(香港)有限公司冷熱事業部,是
開利,42KHE012V8S/38KHE012V8S,U1-C250255,2025,1,272,3.60,6.5452,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
聲寶,AH-X18CCA / AU-X18CCA,U1-C250249,2025,1,509,5.29,5.2425,R32,不適用,—,—,—,大昌行電器有限公司,是
聲寶,AH-X12CCA / AU-X12CCA,U1-C250248,2025,1,382,3.55,4.7003,R32,不適用,—,—,—,大昌行電器有限公司,是
聲寶,AH-X9CCA / AU-X9CCA,U1-C250247,2025,1,287,2.70,4.6538,R32,不適用,—,—,—,大昌行電器有限公司,是
樂信牌,RS-HZ18BW/RU-HZ18BW,U1-C250246,2025,1,474,5.35,5.6617,R32,1,45,5.60,5.1013,信興電工工程有限公司,是
樂信牌,RS-HZ12BW/RU-HZ12BW,U1-C250245,2025,1,323,3.55,5.5110,R32,1,30,3.54,5.0240,信興電工工程有限公司,是
樂信牌,RS-HZ9BW/RU-HZ9BW,U1-C250244,2025,1,242,2.71,5.5346,R32,1,26,2.67,4.4728,信興電工工程有限公司,是
三菱電機,MSY-JY24VF / MUY-JY24VF,U1-C250243,2025,1,542,6.30,5.8726,R32,不適用,—,—,—,三菱電機,是
三菱電機,MSY-JY09VF / MUY-JY09VF,U1-C250242,2025,1,231,2.64,5.6953,R32,不適用,—,—,—,三菱電機,是
三菱電機,MSY-JY12VF / MUY-JY12VF,U1-C250241,2025,1,325,3.71,5.5963,R32,不適用,—,—,—,三菱電機,是
Panasonic,CS-HZ18BWA/CU-HZ18BWA,U1-C250240,2025,1,474,5.35,5.6617,R32,1,45,5.60,5.1013,信興電器貿易有限公司,是
Panasonic,CS-HZ12BWA/CU-HZ12BWA,U1-C250239,2025,1,323,3.55,5.5110,R32,1,30,3.54,5.0240,信興電器貿易有限公司,是
Panasonic,CS-HZ9BWA/CU-HZ9BWA,U1-C250238,2025,1,242,2.71,5.5346,R32,1,26,2.67,4.4728,信興電器貿易有限公司,是
樂信牌,RS-VA24R / RU-VA24R,U1-C250231,2025,3,1011,6.96,3.3704,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RS-VA18R / RU-VA18R,U1-C250230,2025,3,777,5.31,3.3392,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RS-VA12R / RU-VA12R,U1-C250229,2025,3,507,3.47,3.3635,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RS-VA9R / RU-VA9R,U1-C250228,2025,3,397,2.54,3.3554,R32,不適用,—,—,—,信興電工工程有限公司,否
開利,42KHE009V8S/38KHE009V8S,U1-C250227,2025,1,196,2.63,6.8180,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
三菱重工,SRK50ZSH-WF/SRC50ZSH-W,U1-C250226,2025,1,457,5.05,5.5351,R32,1,52,5.79,4.7919,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK35ZSH-WF/SRC35ZSH-W,U1-C250225,2025,1,289,3.65,6.1213,R32,1,34,3.94,5.0698,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK20ZSH-WF/SRC20ZSH-W,U1-C250224,2025,1,161,2.07,6.2951,R32,1,22,2.75,5.4008,三菱重工業(香港)有限公司冷熱事業部,是
格力,GIH24UZE/GIH24UZC,U1-C250223,2025,1,652,6.96,5.4399,R32,1,69,7.11,4.4541,太平家庭電器,是
格力,GIH09UZE/GIH09UZC,U1-C250222,2025,1,273,2.70,4.8974,R32,1,28,2.89,0.5681,太平家庭電器,是
格力,GIC18UZE/GIC18UZC,U1-C250221,2025,1,482,5.60,5.5299,R32,不適用,—,—,—,太平家庭電器,是
格力,GIC12UZE/GIC12UZC,U1-C250220,2025,1,359,3.61,4.9965,R32,不適用,—,—,—,太平家庭電器,是
格力,GIC09UZE/GIC09UZC,U1-C250219,2025,1,270,2.67,4.9415,R32,不適用,—,—,—,太平家庭電器,是
MECAN,MC12WMIP/MC12WMOP,U1-C250218,2025,1,272,3.60,6.5452,R32,不適用,—,—,—,美佳冷氣（香港）有限公司,是
格力,GIH18UZE/GIH18UZC,U1-C250213,2025,1,476,5.52,5.6055,R32,1,47,5.30,4.8861,太平家庭電器,是
格力,GIH12UZE/GIH12UZC,U1-C250212,2025,1,351,3.64,5.1151,R32,1,32,3.85,4.9865,太平家庭電器,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
開利,42BKK024/38BKK024,U1-C250210,2025,2,936,7.20,3.8362,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
三菱重工,SRK18YYPH-W/SRC18YYPH-W,U1-C250209,2025,1,478,5.03,5.2910,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK13YYPH-W/SRC13YYPH-W,U1-C250208,2025,1,355,3.73,5.1305,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK10YYPH-W/SRC10YYPH-W,U1-C250207,2025,1,279,2.86,5.0762,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK24YYMH-W/SRC24YYMH-W,U1-C250206,2025,1,611,7.27,5.8783,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK18YYMH-W/SRC18YYMH-W,U1-C250205,2025,1,442,5.50,6.0675,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK13YYMH-W/SRC13YYMH-W,U1-C250204,2025,1,311,3.69,5.8518,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK10YYMH-W/SRC10YYMH-W,U1-C250203,2025,1,229,2.91,6.1813,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
開利,42BKK018/38BKK018,U1-C250202,2025,2,713,5.36,3.7568,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,42BKK012/38BKK012,U1-C250201,2025,2,484,3.53,3.6553,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,42BKK009/38BKK009,U1-C250200,2025,2,377,2.70,3.6190,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
大金,FTXJ60MV1HB/RXJ60MV1H,U1-C250199,2025,1,600,6.04,5.0540,R32,1,51,6.02,5.0573,大金冷氣(香港)有限公司,是
三菱重工,SRK71ZTLH-WF/SRC71ZTLH-W,U1-C250193,2025,1,653,7.33,5.5006,R32,1,74,7.99,4.6759,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK63ZTLH-WF/SRC63ZTLH-W,U1-C250192,2025,1,560,6.51,5.6918,R32,1,64,7.16,4.7756,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK50ZTLH-WF/SRC50ZTLH-W,U1-C250191,2025,1,488,5.18,5.1792,R32,1,51,5.76,4.9645,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK35ZTLH-WF/SRC35ZTLH-W,U1-C250190,2025,1,302,3.64,5.8673,R32,1,32,3.77,5.2184,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK25ZTLH-WF/SRC25ZTLH-W,U1-C250189,2025,1,208,2.52,6.0726,R32,1,24,2.95,5.3969,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK20ZTLH-WF/SRC20ZTLH-W,U1-C250188,2025,1,175,2.05,5.7907,R32,1,24,2.61,4.9371,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,SRK15ZTLH-WF/SRC15ZTLH-W,U1-C250187,2025,2,176,1.55,4.3134,R32,1,18,1.93,4.8669,三菱重工業(香港)有限公司冷熱事業部,是
開利,42BKK24/38BKK24,U1-C250186,2025,2,936,7.20,3.8362,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,42BKK18/38BKK18,U1-C250185,2025,2,713,5.36,3.7568,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,42BKK12/38BKK12,U1-C250184,2025,2,484,3.53,3.6553,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,42BKK09/38BKK09,U1-C250183,2025,2,377,2.70,3.6190,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
大金,FTXJ60MV1HW/RXJ60MV1H,U1-C250181,2025,1,600,6.04,5.0540,R32,1,51,6.02,5.0573,大金冷氣(香港)有限公司,是
格力,GCC63ZE/GCC63ZC,U1-C250176,2025,2,972,7.36,3.7438,R32,不適用,—,—,—,太平家庭電器,否
格力,GCC53ZE/GCC53ZC,U1-C250175,2025,2,767,5.61,3.6264,R32,不適用,—,—,—,太平家庭電器,否
格力,GCC35ZE/GCC35ZC,U1-C250174,2025,2,495,3.65,3.6598,R32,不適用,—,—,—,太平家庭電器,否
格力,GCC26ZE/GCC26ZC,U1-C250173,2025,2,382,2.75,3.5753,R32,不適用,—,—,—,太平家庭電器,否
格力,GSC24UZE/GSC24UZC,U1-C250172,2025,2,972,7.36,3.7438,R32,不適用,—,—,—,太平家庭電器,否
格力,GSC18UZE/GSC18UZC,U1-C250171,2025,2,767,5.61,3.6264,R32,不適用,—,—,—,太平家庭電器,否
格力,GSC12UZE/GSC12UZC,U1-C250170,2025,2,495,3.65,3.6598,R32,不適用,—,—,—,太平家庭電器,否
格力,GSC09UZE/GSC09UZC,U1-C250169,2025,2,382,2.75,3.5753,R32,不適用,—,—,—,太平家庭電器,否
三菱重工,SRK20ZSXH-WF/SRC20ZSXH-W,U1-C250157,2025,1,137,2.05,7.3668,R32,1,20,2.71,5.8762,三菱重工業(香港)有限公司冷熱事業部,是
Morita Denko,NMDSA24CRF8B,U1-C250137,2025,1,735,7.20,4.8176,R32,不適用,—,—,—,美的電器(香港)有限公司,是
Morita Denko,NMDSA18CRF8B,U1-C250136,2025,1,534,5.55,5.0193,R32,不適用,—,—,—,美的電器(香港)有限公司,是
Morita Denko,NMDSA12CRF8B,U1-C250135,2025,1,361,3.62,4.9058,R32,不適用,—,—,—,美的電器(香港)有限公司,是
Morita Denko,NMDSA09CRF8B,U1-C250129,2025,1,256,2.64,5.1276,R32,不適用,—,—,—,美的電器(香港)有限公司,是
Comfee',CFS-25VGPF,U1-C250128,2025,1,735,7.20,4.8310,R32,不適用,—,—,—,東芝香港有限公司,是
Comfee',CFS-13VGPF,U1-C250126,2025,1,334,3.66,5.2370,R32,不適用,—,—,—,東芝香港有限公司,是
Comfee',CFS-10VGPF,U1-C250125,2025,1,256,2.64,5.0824,R32,不適用,—,—,—,東芝香港有限公司,是
MECAN,MC24WMI/MC24WMO,U1-C250121,2025,1,635,6.44,5.1348,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,是
Comfee',CAA-10CFN8-AC6,U1-C250099,2025,1,256,2.91,5.5216,R32,不適用,—,—,—,東芝香港有限公司,是
肯特,TA-09RV/TA-09RAV,U1-C250098,2025,1,281,2.71,4.7545,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TA-18RV/TA-18RAV,U1-C250097,2025,1,592,5.30,4.5041,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TA-12RV/TA-12RAV,U1-C250096,2025,2,414,3.46,4.2895,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TA-22RV/TA-22RAV,U1-C250095,2025,1,635,6.44,5.1348,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
Comfee',CAC-18CFN8-AC1,U1-C250090,2025,1,523,5.20,4.9923,R32,不適用,—,—,—,東芝香港有限公司,是
Comfee',CAA-12CFN8-AC4,U1-C250089,2025,1,310,3.61,5.5950,R32,不適用,—,—,—,東芝香港有限公司,是
MECAN,MC18WMI/MC18WMO,U1-C250088,2025,1,592,5.30,4.5041,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,是
MECAN,MC09WMI/MC09WMO,U1-C250087,2025,1,281,2.71,4.7545,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
MECAN,MC12WMI/MC12WMO,U1-C250086,2025,2,414,3.46,4.2895,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,是
珍寶,ASWG24KNTA / AOWG24KNTA,U1-C250076,2025,1,635,7.18,5.6040,R32,1,61,7.17,4.9690,第一電業有限公司,是
珍寶,ASWG18KNTA / AOWG18KNTA,U1-C250075,2025,1,434,5.29,6.1487,R32,1,42,5.40,5.4377,第一電業有限公司,是
美的,MS-12CRF8F2,U1-C250072,2025,1,361,3.62,4.9058,R32,不適用,—,—,—,美的電器(香港)有限公司,是
珍寶,ASWH12KNCA / AOWH12KNCA,U1-C250068,2025,1,287,3.52,5.9926,R32,1,35,3.98,4.9303,第一電業有限公司,是
珍寶,ASWH09KNCA / AOWH09KNCA,U1-C250067,2025,1,189,2.58,6.6900,R32,1,28,3.13,5.0375,第一電業有限公司,是
美的,MS-24CRF8F2,U1-C250061,2025,1,735,7.20,4.8176,R32,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-18CRF8F2,U1-C250060,2025,1,534,5.55,5.0193,R32,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-09CRF8F2,U1-C250059,2025,1,256,2.64,5.1276,R32,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-24CRF8F,U1-C250058,2025,1,735,7.20,4.8176,R32,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-18CRF8F,U1-C250057,2025,1,534,5.55,5.0193,R32,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-12CRF8F,U1-C250046,2025,1,334,3.66,5.2972,R32,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-09CRF8F,U1-C250045,2025,1,256,2.64,5.1276,R32,不適用,—,—,—,美的電器(香港)有限公司,是
三星,AR70F24CACWNSH,U1-C250010,2025,1,641,6.55,5.1283,R32,1,71,7.41,4.5313,三星,是
三星,AR70F18CACWNSH,U1-C250009,2025,1,487,5.11,5.1866,R32,1,56,6.03,4.6823,三星,是
